Localidad,Categoría ,Prestadores,Web,Funcionamiento,Observaciones,Dirección,Teléfono fijo,WhatsApp,Plazas totales
LG,Cabaña,Reinamora Playa ,Si,Abierto T.A. y fdsl,,Calle 33 e/ Mar del Plata y Mar Azul,(02255) 45-6433,5491154797333 / 5491157552185,26
LG,Cabaña,Renuevo ,Si,Reabre en diciembre.,,Mar del Plata y Calle 29,(02255) 47-5714,5491124084808 /5491123459945,65
MDLP,Departamentos con servicios,Rincón de las Pampas  ,Si,Abierto todo el año. ,No pedir tarifas, Yaganes Nº 13 y Querandíes,(02255) 45-6050,5491134053877 / 5491160069139 ,26
MDLP,Departamentos con servicios,Rincón de los Vientos  ,Si,Abierto todo el año.,,Payró N° 43 e/ Juan de Garay y Cruz del Sur,(02255) 45-3203,5491140785661,12
MDLP,Apart Hotel 4*,Rincón del Duende ,Si,Abierto todo el año.,,Virazón y Cuyo,(02255) 45-6335,5491170131267,205
LG,Apart Hotel,Rincón del Mar  ,Si,Abierto todo el año.,,Calle 30 y Playa,(02255) 45-6003,5492255436303 / 5492255422706,52
MDLP,Apart Hotel,Runa Moraira  ,Si,Abierto todo el año.,,Victoria e/ Virazón y Mercedes Sosa N° 45,(02255) 46-6522,5492233540454 / 5491166936558,58
VG,Sin categorizar,Neptuno  ,Si,Cerrado T.A. por problemas de Salud.,,Avenida 3 Nº 2763 e/ Paseos 127 y 128,(02255) 46-2376,,60
MDLP,Cabaña,San Dionisio  ,Si,Abierto todo el año.,,Quiroga y Cruz del Sur,(02255) 45-8952,5491130646942,48
MDLP,Apart Hotel,Sintra ,Si,Cierra 17/03 hasta diciembre.,,Hudson N° 34 e/ Mercedes Sosa y J. V. González,(02255) 46-6366 ,5491128294664,40
LG,Departamentos con servicios,Nova Pampa,Oculto,Oculto en web.,,Calle 28 y Mar del Plata,(02255) 45-7172,5492255422999,145
MDLP,Cabaña,Sol de las Pampas  ,Si,Abierto T.A.,,Joaquín V. González N° 65,,5491164517156,18
LG,Apart Hotel,Solar Pampa  ,Si,Abierto todo el año,,Almirante Brown y Mar Azul,(02255) 45-8917 // 11 70787087 //11 23710141 ,,42
MDLP,Apart Hotel 4*,Sonidos del Bosque  ,Si,"Temporada alta, ss, fdsl, vacaciones de invierno.",, El Lucero y Querandíes,(02255) 47-3929,,30
LG,Cabaña,Sottobosco ,Si,Abierto todo el año.,,Mar del Plata y Almirante Brown,(02255) 45-6720,5491151819641,23
MDLP,Cabaña,Sueño Pampa ,Si,Abierto todo el año.,,Piedrabuena e/ El Lucero y Juan de Garay,No posee.,5492236238800 / 5492255552303,35
MDLP,Cabaña,Sueños de Mar  ,Si,Abierto todo el año.CERRADO HASTA OCTUBRE POR REFORMAS.,,E. Paz e/ J. V. González y Juez Repetto,(02255) 47-2741,5492255607220,28
LG,Cabaña,Tehuel  ,Si,Abierto todo el año.,,Calle 33 e/ Copacabana y Punta del Este,(02255) 47-9911,5492267522635,32
LG,Departamentos con servicios,Terra Magma  ,Si,"Cerrado, Abre en octubre",,Calle 28 e/ Punta del Este y Copacabana,(02255) 47-7487,5491154167713,40
LG,Apart Hotel,Terra Meiga  ,Si,Abierto todo el año.,,Calle 28 y Mar Azul,(02255) 45-8885,5492267530455,40
MDLP,Sin categorizar,Terral Hostal  ,Si,FDSL,,Virazón N° 246 e/ Padre Cardiel y Pedro Luro,(02255) 45-4312,5491154693859,8
LG,Cabaña,Terramar  ,Si,Abierto todo el año.,,Calle 32 e/ Mar Azul y Playa,(02255) 46-6794,5491140276744,15
MDLP,Cabaña,Terrazas del Bosque ,Si,Abierto todo el año.,, Los Andes y Limay,(02255) 47-2947,5492255601540,26
LG,Cabaña,Terrazas del Caleu,Si,Abierto todo el año. ,No pedir tarifas,Calle 29 e/ Punta del Este y Copacabana, (02255) 47-2729,5492255435841,20
LG,Apart Hotel,Tila  ,Si,Abierto todo el año.,,Alte. Brown Nº 85,,5491128659336,55
LG,Cabaña,Tonatiúh  ,Si,Abierto todo el año.,,Calle 29 y Mar del Plata,(02255) 47-4097,5491136925913,26
MA,Apart Hotel,Toscanos y Moros ,Si,Abierto todo el año.,,Calle 32 Nº 54,(02255) 46-5352,5491158576855,22
VG,Sin categorizar,Parada 6  ,Oculto,Oculto en web.,,Avenida 6 Nº 519 e/ Paseos 105 y 106,(02255) 46-6256,5491144050467,60
MDLP,Cabaña,Tunquelen  ,Si,Abierto todo el año.,,El Lucero e/ Virazón Y J. Hernández,No posee,5492255505194,16
MDLP,Cabaña,Utopía  ,Si,Abierto todo el año.,No pedir tarifas,Payró y Juan de Garay,(02255) 45-0700,5492255600778 / 5491162238563,48
VG,,Parque Bonito Anexo,No,No figura en web.,,Avenida Buenos Aires N° 939,,,
MA,Apart Hotel,Verde y Azul  ,Si,Cerrado consultar en enero,,Copacabana y Calle 29,(02255) 45-2756,5492235240468,40
MDLP,Cabaña,Pehuen  ,Si,Abierto todo el año ,Sin contacto,Santa María e/ El Ceibo y Juan de Garay,,,36
VG,Hostería 1*,Pelícano,No,No figura en web.,,Avenida 3 N° 1460,,,
MDLP,Deptos con Servicios,Victoria  ,Si,Abierto todo el año.,,Delfín entre Alfonsina Storni y Virazón,(02255) 46-6463,5491163503746,28
LG,Cabaña,Vientos de Mar  ,Si,Abre en diciembre.,,Calle 29 e/ Mar del Plata y Mar Azul,No posee,5491151132012,30
MDLP,Departamentos con servicios,Villa Agostina,Si,Abierto todo el año.,,Corvina N° 52 entre Mercedes Sosa y J.V. Gonzalez,(02255) 47-8406,5491144361839,80
CM,Cabañas 1* ,Villa Faraz  ,Si,"Cerrado, abre en septiembre/ les sale muy caro calefaccionar.",,Paseo 169 y Playa,(02255) 45-7934,5491136199683,27
LG,Apart Hotel,Pinares del Mar ,Oculto,Oculto en web.,,Mar del Plata e/ Calle 42 y 43,(02255)47-9661/7,,127
VG,Hotel 1*,Pino Azul  ,Si,Cerrado hasta nuevo aviso.,,Avenida 8 Nº 628 e/ Paseos 106 y 107,(02255) 46-3160,5491168122129,40
MDLP,Apart Hotel 3*,Village de las Pampas  ,Si,Abierto todo el año.,, Corvina N° 33 e/ Joaquín V. González y Mercedes Sosa,No posee.,5492255416128 / 5491170216426,80
VG,Sin categorizar,Playa Hotel  ,Oculto,Oculto en web.,,Alameda 205 y Calle 303,(02255) 45-4570 /4770 ,5492255505900,127
MA,Apart Hotel,Ville Larus  ,Si,,,Calle 32 y Mar Azul,(02255) 46-6245,5491133301650,150
MDLP,Apart Hotel,Plenilunio,Si,,Sin contacto,Cuyo N° 43,,,
MA,Apart Hotel 3* superior,Viñas del Mar  ,Si,Abierto todo el año.,,Mar Azul N° 531 entre Calles 32 y 33,(02255) 47-4138,5491155790886,46
MDLP,Departamentos con servicios,Virazón Suites ,Si,Abierto todo el año.,,Victoria N° 100 e/ Mercedes Sosa y Cortada ,(02255) 47-6894,5491149496679/ 5491154958004,50
MA,Apart Hotel,Vitraux  ,Si,Abre el 27/12,,Mar del Plata e/ Calle 33 y 34,(02255) 45-8536,5491159625525,32
MDLP,Cabaña,Viva Zapata  ,Si,Abierto todo el año.,,Los Andes e/ Mercedes Sosa y Limay, (02255) 45-7585 /46-6495,5492255625975/ 5492255411025,45
VG,Hotel 3*,A.C.A. (B-6)  ,Si,Abierto todo el año.,,Avenida 1 e/ Paseos 112 y 113,(02255) 46-2272 / 2960,5492255419574,95
VG,Hostería 3*,Actinia ,Si,Abierto todo el año.,,Avenida 3 Nº 2084 y Paseo 121,(02255) 46-3103 / 7825,5492267522224,35
VG,Hospedaje,Albert  ,Si,"Cierra el 05/05, reabre en Nov..",,Avenida 4 Nº 1402 y Paseo 114,(02255) 46-2049,5491144012793,63
VG,Hotel 3*,Alfa  ,Si,Abre el 29 de diciembre.,,Paseo 106 Nº 306 y Avenida 3,(02255) 46-2601/501,5492235944039/ 5491141931052,66
VG,Hostería 3*,Alpina  ,Si,Abre en diciembre,,Calle 307 Nº 609 y Alameda 206,(02255) 45-8066 / 47-0401,5491125593313,38
VG,Apart Hotel 2*,Amabile Sul Mare  ,Si,Abierto todo el año.,,Avenida 1 y Paseo 129,(02255) 46-6225,5491164259955,81
VG,Hotel 3* superior,Aren@rena  ,Si,Abierto todo el año.,,Paseo Costanero y Paseo 118,(02255) 46-2111,5492255404481,65
VG,Hotel 3*,Arraial  ,Si,Abre en diciembre,,Avenida 3 y Paseo 135 Nº 3496,(02255) 46-6116,5491149751491,54
VG,Sin categorizar,Bel Mar  ,Si,Reabre en octubre.,,Avenida 1 Nº 371 e/ Paseos 103 bis y 104,(02255) 47-2344/ 46-2307,,56
VG,Hotel 4*,Cap Arcona  ,Si,Abre en diciembre,,P. Costanero Nº 1749 e/ Paseos 117 y 118,(02255) 46-2209 / 2954,5492255462209,150
VG,Hotel 3*,Capri Hotel Deportes,Si,Abre el 26 diciembre,,Paseo 108 e/ Avenidas 1 y 2,(02255) 46-2234,5492255607112,60
VG,Hostería 3*,Casagrande (Hostal Casagrande)  ,Si,Abre en enero.,,Avenida 3 Nº 3313 y Paseo 133,(02255) 46-6263,5491149492332 / Karina (privado) 1151021779 ,30
VG,Hostel,Che Viajero  ,Si,Abre en octubre,,Avenida 4 Nº 425 e/ Paseos 104 y 105,(02255) 46-2326,5492267468166 / 5492267536253 ,69
VG,Hotel 2*,Pourally,No,No figura en web.,,Avenida 3 y Paseo 134,(02255) 46-6160,,
VG,Sin categorizar,Cheval Blanc  ,Si,Abre el 26 de diciembre,, Avenida 3 Nº 265 y Paseo 125,(02255) 46-2452,,70
VG,Hotel 4*,Coliseo  ,Si,"Abre en diciembre.
",,Avenida 1 y Paseo 107,(02255) 46-2955 / 3420 / 3165,5492255625997,280
VG,Sin categorizar,Costa Bonita  ,Si,Abierto todo el año,,Avenida 4 Nº 684 e/ Paseos 106 y 107,(02255) 46-2457,5492255419080,60
VG,Apart Hotel,De la Plaza ,Si,Abierto todo el año.,,Avenida 2 Nº 370 e/ Paseos 103 y 104,(02255) 46-8793 / 46-8724,5492255551686,60
VG,Hotel 3*,De la Plaza   ,Si,Abierto todo el año.,,Avenida 2 Nº 370 e/ Paseos 103 y 104,(02255) 46-8793 / 46-8724,5492255551686,54
VG,Hotel 4*,Delfín Azul  ,Si,Abre en T.A.,,Paseo 104 Nº 459 e/ Avenidas 4 y 5,(02255) 46-2521 / 7715,5491167031122,90
VG,Hotel 3*,Don Carlos  ,Si,Cerrado h. 17/08,,Avenida 3 Nº 191 y Paseo 102,(02255) 46-2398,5492255608030 / 5492235759347,90
VG,Apart Hotel,Eighteen  ,Si,Abierto todo el año.,,Avenida Costanera Nº 722 e/ Paseos 107 y 108,(02255) 46-6222,5491154846766,66
VG,Hospedaje,El Galeón  ,Si,Abre el 01/ 12,,Avenida 5 Nº 834,(02255) 45-3785,5491135426682,104
VG,Hotel 3*,El Velero ,Si,Abierto todo el año.,,Avenida 3 Nº 310 e/ Paseos 102 y 104,(02255) 46-2256,5492255629705,130
VG,Camping,Europa  ,Si,Abierto todo el año,No pedir tarifas,Calle 304 Nº 1370,(02255) 45-8292,5491154623558 / 5492255413415 ,100
VG,Hotel 4*,Fonte Arcada  ,Si,Abierto todo el año.,, Avenida 1 Nº 839 e/ Paseos 108 y 109,(02255) 47-4700/ 1 / 5491131416552  ,5492255621309,80
VG,Hostería 3*,Fusine  ,Si,Abierto todo el año.,,Paseo 108 Nº745 e/ Avenidas 7 y 8 ,(02255) 46-2674/ 8174,5492255412446,30
VG,Hostería 3*,Gran Danés ,Si,,,Paseo 126 Nº 132 e/ Avenidas 1 y 2, (02255) 46-2703,5491128574379,52
VG,Hostería 3*,Helen del Bosque ,Si,Abierto T.A. y FDSL  ,,Alameda 203 Nº 70 e/ Av. Buenos Aires y Pinar del Norte, (02255) 46-8425,5492255416392 / 5492255505449 ,45
VG,Hostería 3*,Kaiken I  ,Si,Abre en octubre,,Avenida 2 Nº 2077 y Paseo 121,(02255) 46-2791 / 7830,5491137029905/ 5491131961332,47
VG,Hostería 3*,Kaiken II  ,Si,Abre en octubre,,Avenida 2 Nº 2047 y Paseo 121,(02255) 45-3503 /4,5491136412194,50
VG,Hotel 3*,La Posada del Sol  ,Si,Abre en octubre y luego en diciembre,,Avenida 4 Nº 642 e/ Paseos 106 y 107,(0225) 46-2086,5491157334838,85
VG,Apart Hotel,Laberinto Gesell  ,Si,Abierto todo el año.,,Avenida 1 Nº 2952,(02255) 46-6779,5492255624597,72
VG,Hospedaje,Los Cedros ,Si,"Cerrado, abre el 01/01",,Calle 304 Nº 1164  e/ Boulevard Norte y Alameda 212, (02255) 45-8211,5491161974185,26
VG,Hospedaje,Los Médanos  ,Si,Cierra 20/04 y abre los fines de semana largos.,,Avenida 5 Nº 549 e/ Paseos 105 y 106,(02255) 46-3205,5492255506913,42
VG,Apart Hotel,Los Tritones  ,Si,Abre en octubre.,,Paseo 132 y Playa,(02255) 46-6105,5492255626525,100
CM ,Apart Hotel,Marina de las Pampas ,Si,Abierto en T.A.,,Paseo 162 y Avenida 3,(02255) 47-8452,5492255480468 / 5492255485379,64
VG,Departamentos con servicios,Marina Green  ,Si,Abre en octubre,,Paseo 149 entre Avenidas 1 y 2,(02255) 47-4505,5492325689553,65
VG,Hotel 2*,Marino  ,Si,Abre el 01/12,,Paseo 112 N° 96 y Avenida 1,(02255) 46-2436,5492255554145,62
VG,Hotel 2*,Mariska  ,Si,Abre en enero,,Avenida 1 Nº 3046 e/ Paseos 130 y 131,(02255) 46-6643,5491161776287,37
VG,Apart Hotel 4*,Medamar Club Apart Suites & Spa  ,Si,Abierto todo el año.,,Avenida 1 Nº 280 e/ Av. Buenos Aires y Paseo 103,(02255) 46-8694,5491153051106 / 5491154515114,118
VG,Sin categorizar,Merimar  ,Si,Cerro el 08/03 Abre el 12 diciembre.,,Paseo 107 Nº 21 y Paseo Costanero,(02255) 46-2539 / (02255) 46-2243,5491133512689,100
VG,Apart Hotel,Mis Soles,No,No figura en web.,,Avenida 1 N° 4413,(02255) 46-6010, 5492255507112 /5491133224330,40
VG,Hotel 1*,Molise  ,Si,"Cerró 28/02, reabre 27/12.",,Paseo 142 e/ Avenidas 2 y 3,(02255) 47-5442,,53
VG,Gremial,S.U.T.E.R. y H. ,Oculto,Oculto en web.,,Avenida 2 Nº 745,(02255) 46-2442,,85
VG,Hotel 2*,Mon Amour  ,Si,Abre en diciembre.,,Avenida 1 Nº 1730 e/ Paseos 117 y 118,(02255) 46-2439,5493413619887,120
VG,Sin categorizar,Norte Hotel   ,Si,Abre fin de año,,Alameda 205 Nº 644 e/ Calles 304 y 307,(02255) 45-8041,5491151636442,60
VG,Sin categorizar,Novi Zagreb ,Si,Abierto todo el año./ abre el 25/12,,Alameda 206 bis e/ Calles 306 y 307, (02255) 45-8040,5491136709154,18
VG,Apart Hotel,Saint Michel  ,Oculto,Oculto en web.,,Paseo 108 Nº 163 e/ Avenidas 1 y 2,(02255) 45-5502/03 int. 102,,50
VG,Apart Hotel,Octógono  ,Si,Abierto todo el año,,Alameda 202 Nº 60,(02255) 46-0621 / 8390,5492267533706,76
VG,Apart Hotel 4*,Olas Apart  ,Si,Abierto todo el año,,Avenida 1 Nº 334 e/ Paseo 103 y 103 bis,(02255) 47-0944 / 47-3144,5492255406652 / 5492255404403,48
VG,Apart Hotel,Parada 47 ,Si,Abierto todo el año.,,Paseo 147 y Playa,(02255) 47-5600,5492255435441/ 5492267676531/ 5492255409445  ,70
VG,Hospedaje 1*,San Marino,No,No figura en web.,,Paseo 106 N° 533,(02255) 46-2436,,
VG,Hotel 3* superior,Parque Bonito - Colonia de Vacaciones del Banco Provincia ,Si,Abierto todo el año.,, Alameda 208 Nº 291 e/ Calle 303 y Av. Buenos Aires,(02255) 45-8159 / 62 ,5492255420577,402
VG,Hotel 3* superior,Pleno Sol  ,Si,Abre en noviembre.,,Avenida 1 y Paseo 104,(02255) 46-8775,5492255623413,59
VG,Sin categorizar,Posada de la Ballena  ,Si,Abre el 19 de diciembre.,,Avenida 1 Nº 1965 e/ Paseos 119 y 121,(02255) 46-2862,5491150124707/ 5491156094502,65
VG,Hotel 2*,Posada de la Villa  ,Si,Abierto todo el año.,,Paseo 125 Nº 182 e/ Avenidas 1 y 2,(02255) 46-4855,5491144068773,63
VG,Hospedaje,Residencial Viya  ,Si,Abierto todo el año.,,Avenida 5 Nº 582 e/ Paseos 105 y 106,(02255) 46-2757,5492255602931 / 5492255505581,40
VG,Hotel 1*,Silmar,No,No figura en web.,,Avenida 3 N° 3773,(02255) 47-6065,5491125765278,
VG,Hotel 2*,Silvana  ,No,No figura en web.,,Avenida 3 Nº 1171 e/ Paseos 111 y 112,(02255) 46-2597,,80
MDLP,Cabaña,Simplemente  ,Si,,Sin contacto,Victoria entre Mercedes Sosa y Virazón,,,64
VG,Sin categorizar,Rideamus  ,Si,Reabre en octubre.,,Avenida 2 Nº 758 e/ Paseos 107 y 108,(02255) 46-2307,,110
VG,Hotel 3*,Riviera  ,Si,Reabre en octubre.,,Avenida 1 Nº 718 e/ Paseos 107 y 108,(02255) 46-2217 / 2763,5492255416104,80
VG,Hostería 1*,Robert ,Si,Abierto todo el año.,,Paseo 109 Nº 330 e/ Avenidas 3 y 4,(02255) 46-1937,5491165259723,31
VG,Sin categorizar,Sahara  ,Si,Abre el 20 diciembre.,No pedir reservas,Paseo 112 Nº 256 e/ Avenidas 1 y 3,(02255) 46-2208,5492255622030,94
VG,Hostería 3*,Sajonia  ,Si,Abre en dicembre.,,Alameda 201 Nº 51 e/ Av. Buenos Aires y Calle 301,(02255) 46-8606,5492255426239,36
VG,Hostería 4*,San Marcos  ,Si,Abre el 19/12,,Avenida 1 Nº 418 e/ Paseos 104 y 105,(02255) 46-2232,5491132704631,55
VG,Hostería 2*,Santa Bárbara  ,Si,abre el 29 diciembre.,,Avenida 1 Nº 938 e/ Paseos 109 y 110,(02255) 46-3143,5492255425405,60
VG,Departamentos con servicios,Senderos  ,Si,Consultar el finde largo de agosto.,,Alameda 206 y Calle 311,(02255) 45-8090,5492267523788,68
VG,Sin categorizar,Smyrna  ,Si,Reabre en diciembre.,,Paseo 109 Nº 66 e/ Paseo Costanero y Avenida 1,(02255) 45-3000,5492255620901,72
VG,Hostería 1*,Summer,No,No figura en web.,,Paseo 119 N° 260,,5491144180852,
VG,Sin categorizar,Spileon  ,Si,Abre el 28/12,,Paseo 113 Nº 255 e/ Avenidas 1 y 3,(02255) 46-7809 / 7761,5492235031971,100
VG,Sin categorizar,Tamanacos  ,Si,Abierto todo el año.,,Paseo 103 bis Nº 84 y Avenida 1,(02255) 46-8753,5492255405341,43
VG,Hotel 3* superior,Tejas Rojas ,Si,Abierto T.A.,,Paseo Costanero Nº 848 e/ Paseo 108 y 109,(02255) 46-2221 / 2565 /5492255415134 ,5492255412635,100
VG,Hotel 3*,Teomar  ,Si,Cerrado desde el 15/03 hasta 26 diciembre.,,Avenida 4 y Paseo 104 N° 400,(02255) 46-2310 /3140,5492255600058,83
VG,Hotel 4*,Tequendama  ,Si,Abierto todo el año.,,Paseo 109 Nº 59 e/ Playa y Avenida 1,(02255) 46-2829 / 6800,5492255485201,40
VG,Hotel 4*,Terrazas Club  ,Si,Abierto T.A.,,Avenida 2 e/ Paseos 104 y 105,(02255) 46-3214 / 2181,5491161700659,230
VG,Apart Hotel,Terrazas Playa  ,Si,Abre en octubre,,Playa e/ Paseos 145 y 146,(02255) 47-0522 / 6432,5492254620307,200
VG,Hotel 2*,Tiburones Club  ,Si,Cierra 05/03 y reabre en Semana Santa y luego cierra hasta diciembre.,, Paseo 129 Nº 151 e/ Avenidas 1 y 2,(02255) 46-6342 / 7955,5493704720277,65
VG,Apart Hotel,Torre del Sol  ,Si,Abre en octubre,,Playa e/ Paseos 131 y 132,(02255) 46-6630 / 0521,5492255410023,110
VG,Hotel 2*,Villa del Sol ,Si,"Cierra 28/02, abre para S.S./ vacaciones de invierno. el 17/08 deja abierto despues de octubre.",,Avenida 3 Nº 1469 e/ Paseos 114 y 115,(02255) 46-7781,5492267449998,75
VG,Hotel 2*,Vireo  ,Si,Cierra después de Semana Santa y reabre los fines de semana largos y en vacaciones de invierno.,,Avenida 3 Nº 2273 e/ Paseos 121 y 123,(02255) 46-2796,5492267536578,56
VG,Hotel,Vista  ,Si,Abierto todo el año.,,Paseo 137 y Playa,(02255) 46-6162,5492255424040,48
VG,Hostería 3*,Walkirias,Si,Cerrado hasta octubre.,,Paseo 102 Nº 147 e/ Avenida 2 y Buenos Aires,(02255) 46-8862,5491179400011,122
VG,Hostería 1*,Ymaz  ,Si,Cerrado h. septiembre.,,Avenida 2 Nº 4043 e/ Paseos 140 y 141,(02255) 46-5545,5491123109314,38
VG,Sin categorizar,Zodíaco  ,Si,"Cerrado, abre en 22/12",,Avenida 2 Nº 738 e/ Paseos 107 y 108,(02255) 46-2015,5491149147985,37
VG,Sin categorizar,"21 de septiembre (A.T.S.A.) 
",Si,Abierto todo el año. ,"No pedir reservas, No pedir tarifas, No pedir diponibilidad, Llamar los sabados",Avenida 3 Nº 3546 e/ Paseos 135 y 136,(02255) 46-8219,Consultar ocupación sábados y cargarla también el miércoles.,68
VG,Cabaña,Rio Tea ,Si,Abierto todo el año.,Sin contactos,Avenida 4 Nº 833,,,25
VG,Hotel 1*,Acuarium  ,Si,Cerro el 15/03 Abre el 31/12,,Paseo 139 e/ Avenidas 1 y 2,(02255) 47-6071,No posee,91
VG,Apart Hotel,Alamos (Ex. El Remanso)  ,Si,Abierto todo el año.,,Avenida 3 N° 3450,(02255) 47-7800,,31
VG,Apart Hotel,Alhambra  ,Si,Abierto T.A.,,Paseo 117 N° 158 e/ Avenidas 1 y 2,(02255) 45-7615 / 1147324490,5491135017643,126
VG,Sin categorizar,Aloha  ,Si,Abierto T.A.,,Paseo 104 Nº 185 e/ Avenidas 1 y 2,(02255) 45-4542,,51
VG,Apart Hotel,Altavista  ,Si,Abierto todo el año. ,,Avenida 1 e/ Paseos 150 y 151,(2255) 45-3557,,100
LG,Cabaña,Ciromarino  ,Si,Abierto todo el año,No es la caracteristica del fijo,Mar Azul y Calle 30,(02255) 45-6929,,70
LG,Cabaña,El Sosiego ,Si,Abierto todo el año.,No es la caracteristica del fijo ,Calle 33 Nº 30,(02255) 47-8604,,22
LG,Cabaña,El Sosiego II ,Si,Abierto todo el año.,No es la caracteristica del fijo ,Calle 33 Nº 41,(02255) 47-8604,,12
VG,Sin categorizar,Arenas - Sindicato de empleados de Comercio de San Martín,Si,Abierto todo el año.,No pedir tarifas,Avenida 2 Nº 1488 y Paseo 115,(02255) 46-2345,,50
VG,Hotel 3*,Venezia I  ,Oculto,Oculto en web.,,Avenida 1 Nº 772 e/ Paseos 107 y 108,(02255) 46-2231,,67
VG,Sin categorizar,Argentina Justa - Sindicato del Seguro  ,Si,Abierto T.A. / Abre en diciembre.,,Avenida 1 e/ Paseos 129 y 130,(02255) 46-6328,,166
VG,Hotel 3*,Asociación Bancaria ,Si, Cerrado h. la 2 semana de Diciembre.,Llamar los domingos,Avenida 1 y Paseo 117,(02255) 46-2659 / 2258,no llamar los sabados.,120
VG,Hotel 4*,Austral ,Si,Abre en diciembre.,,Calle 306 y Playa,(02255) 45-8050 ,,110
VG,Hotel 4*,Bahía  ,Si,Abre en octubre,,Avenida 1 Nº 855 e/ Paseos 108 y 109,(02255) 46-2838 / 0838 //2255 620097/ 2255608925,,100
VG,Hotel 2*,Bismarck ,Si,Abierto T.A.,,Avenida 1 y Paseo 142 Nº 4158,(02255) 47-6078/0278 ,No posee.,79
VG,Apart Hotel,Colonial - 11 de Noviembre (Personal Legislativo)  ,Si,Abierto T.A. / Cerrado h. 08/12,,Av. Buenos Aires Nº 755 e/ Avenidas 7 y 8,(02255) 47-2648,,80
VG,Hostería 1*,El Faro  ,Si,Abierto T.A.,,Avenida 3 Nº 1075 e/ Paseos 110 Bis y 111,(02255) 46-2259,,66
VG,Sin categorizar,El Quijote - Sindicato de Empleados de Comercio de Zona Norte  ,Si,Abierto todo el año.,"No pedir reservas, No pedir tarifas/ Llamar por la mañana ",Avenida 2 Nº 1573 e/ Paseos 115 y 116,(02255) 47-2964,Llamar por la mañana,58
VG,Hotel 4*,Gran International  ,Si,Abierto todo el año.,,Avenida 1 Nº 303 y Paseo 103,(02255) 46-8672 / 6878 / 2255413558 ,,58
VG,Hospedaje,Villa Gesell  ,Oculto,Oculto en web.,,Avenida 3 Nº 812 e/ Paseos 108 y 109,(02255) 46-6368,5492255426978,20
VG,Apart Hotel,Granada Apart Hotel,Si,"Cerrado, reabre en diciembre.",,Avenida 1 Nº 2975,(02255) 46-6668,,16
VG,Hotel 2*,Horizonte (Nuevo Horizonte)  ,Si,,no quiere dar info de ocupacion,Avenida 1 Nº 1863 e/ Paseos 118 y 119,(02255) 46-2294,,65
VG,Hotel 3*,International ,Si,Abierto T.A.,, Paseo 103 Nº 56 e/ Paseo Costanero y Avenida 1,(02255) 46-8747,,100
VG,Sin categorizar,Iris  ,Si,"Cerrado toda la temporada
2024/25",,Avenida 6 Nº 176 e/ Paseos 101 y 102,(02255) 46-0797,,21
VG,Camping,La Arboleda  ,Si,Abierto T.A. ,,Paseo 107 Nº 551 e/ Avenidas 5 y 6,(02255) 46-2634,,120
VG,Hostel,La Soñada,Si,Abierto T.A. y fdsl,,Paseo 109 Nº 489,(02255) 45-8479,,33
VG,Cabaña,Lejanías ,Si,Abierto T.A.,,Calle 311 e/ Alamedas 201 y 205, (02255) 47-2766,,32
VG,Hotel 2*,Lincoln ,Si,Abierto T.A.,,Avenida 1 Nº 299 y Paseo 103,(02255) 46-2725,,63
VG,Sin categorizar,Mar de Luna ,Si,Cerrado h. octubre,,Alameda 201 e/ Calle 308 y 309,(02255) 47-2793,,40
VG,Hosteria 2*,Olimpo ,Si,Abre el 26 diciembre.,,Paseo 119 Nº 292 y Avenida 3, (02255) 46-2216,,49
VG,Hostería 3*,Querandí  ,Si,Abierto T.A.,,Avenida 1 Nº 2650 y Paseo 126,(02255) 46-2707/ 2255620200 ,,40
VG,Hotel 1*,Royal  ,Si,Abierto todo el año. ,No enviar whatsApp,Avenida 3 e/ Paseos 110 y 111 Nº 1077,(02255) 46-2411,No enviar wpp.,55
VG,Hostería 1*,Saint Germain  ,Si,Abre en T.A. el 1 de enero,,Paseo 119 Nº 82 y Avenida 1,(02255) 46-2055,,27
VG,Sin categorizar,Sayonara  ,Si,,,Avenida 2 y Paseo 119,(02255) 46-2619,,80